"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","timeOfDay","yearDeployed","yearCollected","lengthDeployment","collectorList","labWorkerList","continentOcean","country","municipality","county","locality","island","islandGroup","locationID","locationRemarks","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","horizontalDatum","habitat","depthOfBottomInMeters","minimumDepthinMeters","maximumDepthinMeters","fieldNotes","fullUnit","scrubbie","unitNotes","unitAttachment","unitImageInSitu","unitRetrievalBin","unitRetrievalBinNotes","unitRetrievalUnfilteredWater","unitRetrievalFilteredWater","unitRetrievalBubbler","timeBetweenRetrievalAndProcessing","associatedInSituEnvData","associatedInSituEnvDataNotes","associatedInSituEnvParameters","associatedBenthicData","associatedBenthicDataNotes","eventEnteredBy","recordedbyID","permitType","permitURI","eventRemarks","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","sampleWetWeight","weightNotes","institutionCode","institutionID","collectionCode","traditionalKnowledgeNotice","associatedMedia","associatedReferences","datasetName","sampleEnteredBy","subProject","fractionStorageBuffer","motileFractionDecanting","motileFractionDecantingARMSProtocolFollowed","motileFractionWeightPostDecantation","fractionDecantingMethod","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sessileWaterRemoval","sessileFractionWash","sessileFractionWashMethod","sessileFractionWashMethodNotes","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractionWeight","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","sampleExtractArchive","X","X.1","bioSampleAccession","bioProjectAccession","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","libraryPrepProtocol","indexPCRMethod","indexPCRKit","indexPCRProtocol","sequencingRunID","sequencingTriplicates"
"MAI_1_100","Run14","Ransome_MAI01_MAI01B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Maui","Maui","Hawaiian Islands","MAI01",NA,20.76231667,-155.9799833,"20° 45' 44.34"" N","155° 58' 47.93"" W",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MHI_2013_MAI_01B","20.76231667 -155.9799833","Ransome_MAI01_MAI01B_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2184","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MOO_21_100","Run14","Ransome_MOO01_MOO21_120201_140117","Ransome","ARMS","01/02/2012","17/01/2014",NA,2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers",NA,"Pacific","French Polynesia",NA,"","ARMS West site - north shore","Moorea Island","Society Islands","MOO01",NA,-17.47849,-149.84766,"17° 28' 42.56"" S","149° 50' 51.57"" W",NA,"outer reef slope",13,NA,13,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_021","-17.47849 -149.84766","Ransome_MOO01_MOO21_120201_140117_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2199","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MOO_22_100","Run14","Ransome_MOO02_MOO22_120201_140118","Ransome","ARMS","01/02/2012","18/01/2014",NA,2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers",NA,"Pacific","French Polynesia",NA,"","ARMS middle site - north shore","Moorea Island","Society Islands","MOO02",NA,-17.47593,-149.8419,"17° 28' 33.34"" S","149° 50' 30.84"" W",NA,"outer reef slope",13,NA,13,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_022","-17.47593 -149.8419","Ransome_MOO02_MOO22_120201_140118_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2202","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MOO_27_100","Run14","Ransome_MOO03_MOO27_120201_140121","Ransome","ARMS","01/02/2012","21/01/2014",NA,2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers",NA,"Pacific","French Polynesia",NA,"","ARMS East site - north shore","Moorea Island","Society Islands","MOO03",NA,-17.47638,-149.83159,"17° 28' 34.96"" S","149° 49' 53.72"" W",NA,"outer reef slope",13,NA,13,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_027","-17.47638 -149.83159","Ransome_MOO03_MOO27_120201_140121_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2210","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"OAH_12_100","Run14","Ransome_OAH12_OAH12B_100101_2013","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"",NA,"Pacific","USA",NA,"","Oahu","Oahu","Hawaiian Islands","OAH12",NA,21.31953333,-157.6539167,"21° 19' 10.31"" N","157° 39' 14.10"" W",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MHI_2013_OAH_12B","21.31953333 -157.6539167","Ransome_OAH12_OAH12B_100101_2013_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2213","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PHR_26_100","Run14","Ransome_PHR26_PHR26A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR26",NA,27.785833,-175.780283,"27° 47' 08.99"" N","175° 46' 49.01"" W",NA,"forereef",14,NA,14,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_26A","27.785833 -175.780283","Ransome_PHR26_PHR26A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2249","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PHR_33A_100","Run14","Ransome_PHR33_PHR33A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR33",NA,27.785467,-175.82375,"27° 47' 07.68"" N","175° 49' 25.49"" W",NA,"forereef",14,NA,14,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_33A","27.785467 -175.82375","Ransome_PHR33_PHR33A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2252","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"TIM_1_100","Run14","Ransome_TIM01_TIM01A_121015_141009","Ransome","ARMS","15/10/2012","09/10/2014",NA,2012,2014,23,"Molly Timmers, Max Sudnovsky",NA,"Pacific","East Timor",NA,"","Dili Rock","","","TIM01",NA,-8.55465,125.49913,"08° 33' 16.74"" S","125° 29' 56.86"" E",NA,"fringing reef",13,NA,13,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/Cak2TIM_01_A","-8.55465 125.49913","Ransome_TIM01_TIM01A_121015_141009_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2281","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"TIM_4_100","Run14","Ransome_TIM04_TIM04A_121019_140928","Ransome","ARMS","19/10/2012","28/09/2014",NA,2012,2014,23,"Molly Timmers, Max Sudnovsky",NA,"Pacific","East Timor",NA,"","Baucau","","","TIM04",NA,-8.4196,126.42707,"08° 25' 10.56"" S","126° 25' 37.45"" E",NA,"fringing reef",14,NA,14,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/Cak2TIM_04_A","-8.4196 126.42707","Ransome_TIM04_TIM04A_121019_140928_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2286","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"CE_03_100","Run15","Ransome_IND01_CE03_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",NA,2011,2012,11,"",NA,"Pacific","Indonesia",NA,"","Close Encounters","","Bali","IND01",NA,-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E",NA,"",10,NA,10,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-8.12792 114.66807","Ransome_IND01_CE03_110701_120601_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2066","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"INDO_06_100","Run15","Ransome_IND02_INDO06_110701_120601","Ransome","ARMS","01/07/2011","01/06/2012",NA,2011,2012,11,"",NA,"Pacific","Indonesia",NA,"","Close Encounters","","Bali","IND02",NA,-8.12792,114.66807,"08° 07' 40.51"" S","114° 40' 05.05"" E",NA,"",10,NA,10,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-8.12792 114.66807","Ransome_IND02_INDO06_110701_120601_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2111","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_13A_100","Run15","Ransome_KIN13_KIN13A_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN13",NA,6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W",NA,"forereef",17,NA,17,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13A","6.3822 -162.3840833","Ransome_KIN13_KIN13A_120501_150301_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2157","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_13A_500","Run15","Ransome_KIN13_KIN13A_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN13",NA,6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W",NA,"forereef",17,NA,17,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13A","6.3822 -162.3840833","Ransome_KIN13_KIN13A_120501_150301_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2158","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_13C_100","Run15","Ransome_KIN13_KIN13C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN13",NA,6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W",NA,"forereef",17,NA,17,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13C","6.3822 -162.3840833","Ransome_KIN13_KIN13C_120501_150301_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2163","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_13C_500","Run15","Ransome_KIN13_KIN13C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN13",NA,6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W",NA,"forereef",17,NA,17,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13C","6.3822 -162.3840833","Ransome_KIN13_KIN13C_120501_150301_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2164","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KIN_5_100","Run15","Ransome_KIN05_KIN05C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","Line Islands",NA,"","Kingman","Kingman Reef","Line Islands","KIN05",NA,6.393416667,-162.3476333,"06° 23' 36.30"" N","162° 20' 51.47"" W",NA,"forereef",12,NA,12,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_05C","6.393416667 -162.3476333","Ransome_KIN05_KIN05C_120501_150301_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2151","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KOA_1A_100","Run15","Ransome_KOA01_KOA01A_120312_150523","Ransome","ARMS","12/03/2012","23/05/2015",NA,2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro",NA,"Pacific","Phillipines",NA,"Mabini","Koala Reserve","Luzon","Verde Islands","KOA01",NA,13.7166,120.87194,"13° 42' 59.75"" N","120° 52' 18.98"" E",NA,"fringing reef",12,NA,12,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/CaU2KOA_01_A_40","13.7166 120.87194","Ransome_KOA01_KOA01A_120312_150523_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2166","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KOA_1A_500","Run15","Ransome_KOA01_KOA01A_120312_150523","Ransome","ARMS","12/03/2012","23/05/2015",NA,2012,2015,38,"Max Sudnovsky, Molly Timmers, Chris Meyer, Andrianus Sembiring, Aji Wahyu Anggoro",NA,"Pacific","Phillipines",NA,"Mabini","Koala Reserve","Luzon","Verde Islands","KOA01",NA,13.7166,120.87194,"13° 42' 59.75"" N","120° 52' 18.98"" E",NA,"fringing reef",12,NA,12,NA,"",NA,"","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/CaU2KOA_01_A_40","13.7166 120.87194","Ransome_KOA01_KOA01A_120312_150523_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2167","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
